Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Channels,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
JAY-Z,04:44,04:44,album,0.261,0.852,-4.965,0.158,0.139,0.0000426,0.477,0.431,177.997,4.74155,"JAY-Z - 4:44",JayZVEVO,25189646,272421,11734,TRUE,TRUE,73726722,1.786163522,Spotify
JAY-Z,"03' Bonnie & Clyde","The Blueprint 2: The Gift & The Curse",album,0.759,0.678,-5.148,0.314,0.23,0,0.15,0.327,89.64,3.426,"JAY-Z - '03 Bonnie & Clyde ft. BeyoncÃ© Knowles",JayZVEVO,22824654,278099,5625,TRUE,TRUE,115228530,4.52,Spotify
JAY-Z,Otis,"Watch The Throne (Deluxe)",album,0.754,0.631,-4.751,0.307,0.552,0,0.5,0.432,94.577,2.970216667,"JAY Z, Kanye West - Otis ft. Otis Redding",KanyeWestVEVO,224971063,1192658,94999,TRUE,TRUE,170592836,1.262,Youtube
JAY-Z,"Gotta Have It","Watch The Throne (Deluxe)",album,0.74,0.574,-6.938,0.245,0.411,0,0.262,0.33,149.762,2.345783333,"Jay-Z x Kanye West "Gotta Have It"" Music Video"","Sebastian Sdaigui",681129,6477,291,FALSE,FALSE,128273029,2.190839695,Spotify
JAY-Z,"Love All (with JAY-Z)","Certified Lover Boy",album,0.73,0.576,-5.442,0.287,0.354,0.0000359,0.15,0.155,92.131,3.807683333,"Drake ft. JAY-Z "Love All"" (Music Video)"",RAPTRAX,7101653,51843,1182,FALSE,FALSE,114490460,3.84,Spotify
"21 Savage","Creepin' (with The Weeknd & 21 Savage)","HEROES & VILLAINS",album,0.715,0.62,-6.005,0.0484,0.417,0,0.0822,0.172,97.95,3.692,"Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer)",MetroBoominVEVO,17011354,325993,5530,TRUE,TRUE,279832635,7.542579075,Spotify
"21 Savage","Rich Flex","Her Loss",album,0.561,0.52,-9.342,0.244,0.0503,0.00000186,0.355,0.424,153.15,3.989333333,"Drake ft. 21 Savage "Rich Flex"" (Music Video)"",RAPTRAX,3926832,54749,2569,FALSE,FALSE,311694937,1.464788732,Spotify
"21 Savage","Jimmy Cooks (feat. 21 Savage)","Honestly, Nevermind",album,0.529,0.673,-4.711,0.175,0.000307,0.00000241,0.093,0.366,165.921,3.639416667,"Drake & 21 Savage - Jimmy Cooks",Drake,12454143,461647,14487,FALSE,TRUE,413205085,7.23655914,Spotify
"21 Savage","Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","HEROES & VILLAINS",album,0.671,0.658,-5.567,0.309,0.189,0.0000866,0.147,0.257,87.933,3.455116667,"Metro Boomin, Travis Scott, 21 Savage - Niagara Falls (Foot or 2) (Visualizer)",MetroBoominVEVO,5384334,96598,1286,TRUE,TRUE,81603704,4.476190476,Spotify
"21 Savage","Pussy & Millions (feat. Travis Scott)","Her Loss",album,0.749,0.63,-6.652,0.116,0.0623,0,0.353,0.445,122.03,4.033783333,"21 Savage & Metro Boomin - Glock In My Lap (Official Music Video)","21 Savage",24885008,487517,9641,FALSE,TRUE,119787835,1.78470255,Spotify
"21 Savage","Glock In My Lap","SAVAGE MODE II",album,0.847,0.733,-6.439,0.16,0.00574,0.0000104,0.151,0.202,130.029,3.226516667,"21 Savage & Metro Boomin - Glock In My Lap (Official Music Video)","21 Savage",24885008,487517,9641,FALSE,TRUE,182739405,4.854304636,Spotify
"21 Savage","On BS","Her Loss",album,0.841,0.358,-8.368,0.591,0.0201,0,0.39,0.329,158.014,4.359066667,"21 Savage ft. Drake "On BS"" (Music Video)"","Rap Radio",213119,3427,120,FALSE,FALSE,100595022,0.917948718,Spotify
"21 Savage","Major Distribution","Her Loss",album,0.908,0.546,-10.491,0.323,0.0127,0,0.0707,0.225,131.016,2.8417,"Drake, 21 Savage - Major Distribution (Audio)",DrakeVEVO,7706203,102385,2065,TRUE,TRUE,107919519,7.722772277,Spotify
"21 Savage","Spin Bout U","Her Loss",album,0.773,0.701,-6.386,0.0512,0.01,0,0.163,0.203,129.963,3.576483333,"Drake, 21 Savage "Spin Bout U"" (Music Video)"",RAPTRAX,1111996,8576,154,FALSE,FALSE,87618118,4.300613497,Spotify
"21 Savage","Knife Talk (with 21 Savage ft. Project Pat)","Certified Lover Boy",album,0.849,0.424,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,4.049433333,"Drake - Knife Talk (Official Video) ft. 21 Savage, Project Pat",DrakeVEVO,74244853,796542,26241,TRUE,TRUE,501420741,5.083932854,Spotify
"Kanye West","Bound 2",Yeezus,album,0.367,0.665,-2.821,0.0465,0.145,0,0.113,0.31,148.913,3.819116667,"Kanye West - Bound 2 (Explicit)",KanyeWestVEVO,105206228,1105989,129255,TRUE,TRUE,578115634,5.884955752,Spotify
"Kanye West",Heartless,"808s & Heartbreak",album,0.79,0.647,-5.983,0.136,0.0515,0,0.248,0.654,87.999,3.516666667,"Kanye West - Heartless",KanyeWestVEVO,200458945,1310078,63150,TRUE,TRUE,720756420,2.608870968,Spotify
"Kanye West","Flashing Lights",Graduation,album,0.639,0.628,-7.578,0.0399,0.0381,0,0.386,0.43,90.482,3.95845,"Kanye West - Flashing Lights ft. Dwele",KanyeWestVEVO,123256878,959510,35828,TRUE,TRUE,543286408,1.626943005,Spotify
"Kanye West","Ni**as In Paris","Watch The Throne (Deluxe)",album,0.789,0.858,-5.542,0.311,0.127,0,0.349,0.775,140.022,3.65555,"Jay-Z & Kanye West - Ni**as In Paris (Explicit)",KanyeWestVEVO,374189685,2521768,103200,TRUE,TRUE,1054470731,2.458452722,Spotify
"Kanye West","Father Stretch My Hands Pt. 1","The Life Of Pablo",album,0.724,0.573,-4.113,0.0549,0.118,0,0.538,0.438,113.088,2.265333333,"Father Stretch My Hands Pt. 1","Kanye West - Topic",47207589,587832,6406,TRUE,TRUE,627167330,1.065055762,Spotify
"Kanye West",Stronger,Graduation,album,0.617,0.717,-7.858,0.153,0.00564,0,0.408,0.49,103.992,5.197783333,"Kanye West - Stronger",KanyeWestVEVO,432609094,2878369,156021,TRUE,TRUE,1123296395,1.757352941,Spotify
"Kanye West","I Wonder",Graduation,album,0.542,0.466,-8.665,0.0831,0.141,0.000445,0.125,0.124,191.385,4.057333333,"I Wonder","Kanye West - Topic",13652003,161439,692,TRUE,TRUE,302891517,3.728,Spotify
"Kanye West","Violent Crimes",ye,album,0.669,0.419,-6.724,0.522,0.376,0,0.187,0.0397,109.813,3.588666667,"Kanye West - Violent Crimes (Music Video)","Ray Moore Jr.",343239,10149,398,FALSE,FALSE,335460654,2.240641711,Spotify
"Kanye West",Homecoming,Graduation,album,0.667,0.747,-7.059,0.189,0.337,0,0.115,0.918,86.917,3.39155,"Kanye West - Homecoming",KanyeWestVEVO,101552405,540229,25030,TRUE,TRUE,379099876,6.495652174,Spotify
"Kanye West","Gold Digger","Late Registration",album,0.629,0.696,-5.572,0.348,0.0195,0,0.0554,0.623,93.034,3.46045,"Kanye West - Gold Digger ft. Jamie Foxx",KanyeWestVEVO,323806093,1797312,71502,TRUE,TRUE,853381478,12.5631769,Spotify
"Luis Miguel","Ahora Te Puedes Marchar","Soy Como Quiero Ser",album,0.78,0.877,-3.683,0.0427,0.148,0.00000236,0.0627,0.909,133.263,3.19955,"Luis Miguel - "Ahora te puedes marchar"" (Video Oficial)"","Warner Music MÃ©xico",562212517,2366696,61907,TRUE,TRUE,473691093,13.98724083,Youtube
"Luis Miguel","La Incondicional","Busca Una Mujer",album,0.374,0.727,-4.352,0.0309,0.237,0,0.134,0.283,155.127,4.283783333,"Luis Miguel - "La Incondicional"" (Video Oficial)"","Warner Music MÃ©xico",157325196,604843,20964,TRUE,TRUE,392257514,5.425373134,Spotify
"Luis Miguel","Hasta Que Me Olvides",Aries,album,0.641,0.593,-7.884,0.0264,0.46,0,0.169,0.437,119.828,4.683333333,"Luis Miguel - "Hasta Que Me Olvides"" (VÃ­deo Oficial)"","Luis BibiÃ¡n Oficial",1006758,13068,1056,FALSE,FALSE,303652374,3.50887574,Spotify
"Luis Miguel","La Media Vuelta","Segundo Romance",album,0.631,0.683,-8.788,0.0344,0.291,0,0.0994,0.708,97.959,2.684,"Luis Miguel - "La Media Vuelta"" (Video Oficial)"","Warner Music MÃ©xico",130543675,344687,11739,TRUE,TRUE,229810217,6.871227364,Spotify
"Luis Miguel","Culpable O No - MiÃ©nteme Como Siempre","Busca Una Mujer",album,0.54,0.367,-14.238,0.0277,0.0367,0,0.0433,0.252,70.276,3.954,"Luis Miguel - Culpable o No (MiÃ©nteme Como Siempre) 1988","ManquÃ­n Vintage Videos",375491,4708,234,FALSE,FALSE,268107480,8.475750577,Spotify
"Luis Miguel","Por Debajo De La Mesa",Romances,album,0.401,0.499,-7.643,0.0272,0.217,0,0.149,0.262,144.276,3.068,"Luis Miguel - "Por Debajo de la Mesa"" (Video Oficial)"","Warner Music MÃ©xico",117161559,372824,11354,TRUE,TRUE,235730264,3.348993289,Spotify
"Luis Miguel","Tengo Todo Excepto a Ti","20 AÃ±os",album,0.542,0.665,-8.121,0.0297,0.522,0,0.177,0.417,147.977,4.547116667,"Luis Miguel - "Tengo Todo Excepto A Ti"" (Video Oficial)"","Warner Music MÃ©xico",47486131,183468,7981,TRUE,TRUE,189533009,3.757062147,Spotify
"Luis Miguel","No SÃ© TÃº",Romance,album,0.389,0.443,-8.546,0.0304,0.571,0.00178,0.114,0.0888,76.54,3.830883333,"Luis Miguel - "No SÃ© TÃº"" (Video Oficial)"","Warner Music MÃ©xico",140665690,411448,15387,TRUE,TRUE,172275945,3.885964912,Spotify
"Luis Miguel","La bikina - En vivo",Vivo,album,0.389,0.71,-6.265,0.0351,0.161,0,0.918,0.666,160.397,2.984,"Luis Miguel - "La Bikina"" (Video Oficial)"","Warner Music MÃ©xico",207911622,556658,24537,TRUE,TRUE,106123325,0.773420479,Youtube
"Luis Miguel","Sabor a Mi",Romances,album,0.663,0.579,-6.982,0.0269,0.645,0,0.189,0.48,89.929,3.084,"Luis Miguel - Sabor A Mi (Video Con Letra)","Warner Music MÃ©xico",9656892,62146,758,TRUE,TRUE,127896578,3.063492063,Spotify
BeyoncÃ©,"CUFF IT",RENAISSANCE,album,0.78,0.689,-5.668,0.141,0.0368,0.00000969,0.0698,0.642,115.042,3.756483333,"BeyoncÃ© - CUFF IT (Music Video)","RENAISSANCE CLUB",8893257,135456,2986,FALSE,FALSE,354986175,9.871060172,Spotify
